,id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
562190,117884868,15000.0, 60 months,18.06,D,D2,Legal office services supervisor ,10+ years,MORTGAGE,71000.0,Sep-17,Charged Off,credit_card,NV,660.0
478011,128695420,19025.0, 60 months,14.08,C,C3,DATA ANALYST,3 years,RENT,78178.0,Feb-18,Fully Paid,credit_card,MN,685.0
88583,63456495,14675.0, 36 months,12.29,C,C1,owner,10+ years,MORTGAGE,40000.0,Oct-15,Fully Paid,credit_card,SC,690.0
773567,139881579,30000.0, 60 months,11.06,B,B3,Internal Wholesaler,5 years,MORTGAGE,100000.0,Sep-18,In Grace Period,debt_consolidation,AZ,730.0
363862,41429589,4600.0, 36 months,13.33,C,C3,A Product Attendant,10+ years,RENT,45000.0,Feb-15,Fully Paid,debt_consolidation,NC,685.0
660044,81435114,6000.0, 36 months,8.59,A,A5,Regional Sales Manager,10+ years,OWN,110000.0,Jun-16,Current,other,AZ,750.0
1025453,71026847,7000.0, 36 months,14.46,C,C4,Medical assistant,8 years,OWN,30000.0,Mar-16,Charged Off,debt_consolidation,SC,660.0
303120,46653719,28000.0, 60 months,12.29,C,C1,Managing Director/ Owner,9 years,MORTGAGE,210000.0,May-15,Fully Paid,credit_card,FL,665.0
847127,137100282,6000.0, 36 months,14.47,C,C2,patient care tech,< 1 year,RENT,28000.0,Jul-18,Current,debt_consolidation,FL,690.0
525658,126160991,10000.0, 36 months,10.42,B,B3,,,MORTGAGE,36000.0,Jan-18,Fully Paid,debt_consolidation,OH,680.0
840864,137543127,20000.0, 60 months,16.14,C,C4,Tax Examiner,10+ years,OWN,73463.0,Jul-18,Current,debt_consolidation,TN,680.0
411135,38624341,5600.0, 36 months,12.99,C,C2,Production Supervisor,10+ years,RENT,65000.0,Jan-15,Charged Off,debt_consolidation,IN,740.0
33105,65413458,11225.0, 36 months,16.99,D,D3,carpenter,3 years,OWN,52000.0,Dec-15,Fully Paid,debt_consolidation,MI,705.0
834824,137444504,10000.0, 36 months,16.91,C,C5,President/Owner ,5 years,RENT,140000.0,Jul-18,Current,debt_consolidation,CA,660.0
667087,80651043,30000.0, 36 months,18.25,D,D3,Herd manager ,10+ years,MORTGAGE,60000.0,Jun-16,Fully Paid,debt_consolidation,AZ,700.0
161709,58852738,30000.0, 36 months,6.89,A,A3,Endowed full tenured professor,10+ years,MORTGAGE,142000.0,Sep-15,Fully Paid,credit_card,NY,680.0
417,68445725,10050.0, 60 months,17.27,D,D3,Library Associate,10+ years,RENT,34000.0,Dec-15,Current,credit_card,OH,710.0
1035739,71602252,11200.0, 36 months,9.16,B,B2,Department Manager,10+ years,RENT,28000.0,Mar-16,Fully Paid,debt_consolidation,TX,660.0
730375,75203173,30000.0, 36 months,12.99,C,C2,Manager - Partner Services,4 years,MORTGAGE,133250.0,Apr-16,Current,credit_card,OK,665.0
1005831,74825606,9000.0, 36 months,15.31,C,C5,Retail Sales Associate,2 years,RENT,36000.0,Mar-16,Fully Paid,debt_consolidation,MA,660.0
951545,107266606,5000.0, 36 months,7.99,A,A5,,,MORTGAGE,49337.88,May-17,Current,other,GA,740.0
808315,138731110,20000.0, 60 months,11.06,B,B3,,,MORTGAGE,50000.0,Aug-18,Current,debt_consolidation,CA,800.0
384789,39540962,12000.0, 60 months,8.67,B,B1,General Manager,4 years,MORTGAGE,60000.0,Feb-15,Current,credit_card,NC,690.0
16573,67277593,4000.0, 36 months,18.49,E,E2,Web Manager,1 year,OWN,57000.0,Dec-15,Charged Off,medical,SC,670.0
119153,61461016,6000.0, 36 months,12.29,C,C1,Ultrasound tech,2 years,RENT,89000.0,Oct-15,Fully Paid,debt_consolidation,WA,660.0
163759,58494172,10550.0, 60 months,16.55,D,D2,police office,8 years,MORTGAGE,60000.0,Sep-15,Charged Off,debt_consolidation,PA,690.0
585754,116613431,12000.0, 36 months,15.05,C,C4,Director of clinical services,1 year,RENT,98000.0,Aug-17,Current,debt_consolidation,CA,665.0
754443,140835741,35000.0, 36 months,10.08,B,B1,Learning Manager,10+ years,MORTGAGE,126000.0,Sep-18,Current,debt_consolidation,NJ,705.0
982101,104290365,6025.0, 36 months,13.49,C,C2,,,RENT,30000.0,Apr-17,Charged Off,credit_card,MA,685.0
692234,79014566,35000.0, 36 months,16.29,D,D1,Advanced Registered Nurse,< 1 year,MORTGAGE,120000.0,May-16,Fully Paid,credit_card,WA,690.0
33446,65271550,16000.0, 60 months,15.41,D,D1,Owner,2 years,RENT,261000.0,Dec-15,Late (31-120 days),small_business,CA,690.0
801021,139007135,6600.0, 36 months,7.84,A,A4,Front Office Manager ,1 year,MORTGAGE,38400.0,Aug-18,Fully Paid,debt_consolidation,GA,695.0
10090,67888702,5000.0, 36 months,7.26,A,A4,Machine  Operator,10+ years,RENT,43000.0,Dec-15,Fully Paid,debt_consolidation,CA,705.0
533815,119575387,17000.0, 36 months,11.99,B,B5,Area Administrative Manager,10+ years,RENT,75000.0,Sep-17,Fully Paid,major_purchase,NY,750.0
505224,126276074,16000.0, 36 months,14.08,C,C3,Cosmetologist ,5 years,RENT,45000.0,Jan-18,Current,credit_card,ND,685.0
30722,66422034,7700.0, 36 months,11.99,C,C1,Account Mgr,< 1 year,MORTGAGE,47500.0,Dec-15,Fully Paid,debt_consolidation,TN,680.0
643567,112957487,18000.0, 36 months,7.97,A,A5,Program manager ,7 years,MORTGAGE,140000.0,Jul-17,Current,debt_consolidation,TX,715.0
376306,40420928,14000.0, 60 months,16.99,D,D3,Owner,3 years,MORTGAGE,36000.0,Feb-15,Fully Paid,small_business,WA,660.0
341674,43135562,7000.0, 36 months,10.99,B,B4,Aircraft Worker,< 1 year,RENT,63500.0,Mar-15,Fully Paid,major_purchase,FL,680.0
354526,42484831,4200.0, 36 months,18.25,E,E1,teller ,1 year,RENT,24000.0,Mar-15,Fully Paid,other,CA,670.0
517308,126797387,25000.0, 60 months,12.62,C,C1,Counselor,2 years,RENT,51000.0,Jan-18,Current,debt_consolidation,AL,735.0
642938,110757925,21000.0, 60 months,14.08,C,C3,Teacher ,5 years,RENT,53000.0,Jul-17,Current,debt_consolidation,FL,705.0
857331,136805120,6000.0, 36 months,11.55,B,B4,District Sales Executive ,3 years,RENT,107000.0,Jul-18,Current,credit_card,CA,675.0
689726,77588933,13000.0, 36 months,14.46,C,C4,Truck Driver,1 year,MORTGAGE,65000.0,May-16,Charged Off,debt_consolidation,MS,670.0
262415,50447491,20000.0, 60 months,16.55,D,D2,local lineman,10+ years,MORTGAGE,75000.0,Jun-15,Fully Paid,debt_consolidation,AL,670.0
409555,38637752,20000.0, 36 months,14.31,C,C4,it analyst,10+ years,MORTGAGE,90000.0,Jan-15,Fully Paid,debt_consolidation,CA,705.0
226444,54394858,4000.0, 36 months,13.33,C,C3,Technician,10+ years,MORTGAGE,60000.0,Jul-15,Fully Paid,debt_consolidation,VA,710.0
474929,128715521,13000.0, 60 months,16.02,C,C5,Driver ,7 years,MORTGAGE,60000.0,Feb-18,Current,debt_consolidation,NC,710.0
1045956,72624933,30000.0, 60 months,17.27,D,D2,Professor ,5 years,RENT,120000.0,Feb-16,Charged Off,debt_consolidation,TX,685.0
961310,102524725,16000.0, 60 months,12.74,C,C1,Accountant,3 years,MORTGAGE,55000.0,Apr-17,Current,debt_consolidation,AZ,665.0
448201,129864943,15000.0, 60 months,12.61,C,C1,Office Manager,10+ years,RENT,50000.0,Mar-18,Current,debt_consolidation,FL,675.0
131699,60961554,28000.0, 60 months,9.99,B,B3,President,10+ years,MORTGAGE,150000.0,Sep-15,Current,debt_consolidation,PA,690.0
135000,60527188,10000.0, 36 months,5.32,A,A1,law enforcement,10+ years,MORTGAGE,92000.0,Sep-15,Fully Paid,debt_consolidation,AZ,705.0
389088,39907911,24000.0, 60 months,12.99,C,C2,Computer operations specialist,10+ years,OWN,102000.0,Jan-15,Fully Paid,debt_consolidation,NY,705.0
378280,40512350,25000.0, 36 months,7.49,A,A4,Lead Electrical Engineer,2 years,RENT,112000.0,Feb-15,Fully Paid,credit_card,NY,720.0
1002917,74684985,7225.0, 36 months,19.53,D,D5,,,OWN,30000.0,Mar-16,Charged Off,credit_card,MA,660.0
151103,59141418,32000.0, 60 months,16.55,D,D2,Sales Rep,5 years,RENT,85000.0,Sep-15,Current,credit_card,AZ,685.0
593101,116271162,8000.0, 36 months,12.62,C,C1,Accounting liaison,10+ years,OWN,40000.0,Aug-17,Fully Paid,credit_card,OH,690.0
196096,55900668,5000.0, 36 months,10.99,B,B4,,,OWN,45000.0,Aug-15,Fully Paid,home_improvement,VA,675.0
642368,111500963,7250.0, 36 months,21.45,D,D5,Medical claims examiner,1 year,RENT,86400.0,Jul-17,Charged Off,debt_consolidation,CA,660.0
1036504,73519352,5000.0, 36 months,10.75,B,B4,Design Lead,3 years,RENT,61500.0,Mar-16,Fully Paid,debt_consolidation,IL,705.0
798323,139027867,20000.0, 60 months,11.06,B,B3,Analyst,10+ years,MORTGAGE,126000.0,Aug-18,Current,debt_consolidation,CA,700.0
1024686,74491215,20000.0, 36 months,21.18,E,E3,Csr,6 years,RENT,75000.0,Mar-16,Fully Paid,other,TX,660.0
434265,130030983,20000.0, 36 months,10.9,B,B4,"Stormwater Quality Dept, Manager",10+ years,OWN,110000.0,Mar-18,Current,debt_consolidation,TX,740.0
90266,63515698,1200.0, 36 months,15.61,D,D1,Credit Manager,3 years,MORTGAGE,40000.0,Oct-15,Charged Off,medical,OH,695.0
699386,79124684,3000.0, 36 months,6.97,A,A3,Adninistrative Associate,5 years,RENT,34000.0,May-16,Charged Off,credit_card,VA,680.0
330529,44142357,25000.0, 36 months,11.53,B,B5,Electrician,10+ years,MORTGAGE,100000.0,Apr-15,Fully Paid,debt_consolidation,PA,720.0
887161,111494469,14400.0, 36 months,9.93,B,B2,Practicum Coordinator,3 years,RENT,50000.0,Jun-17,Charged Off,debt_consolidation,IL,705.0
438546,130066462,40000.0, 60 months,9.43,B,B1,Office Manager,6 years,MORTGAGE,56500.0,Mar-18,Current,debt_consolidation,CA,755.0
141600,60347182,28000.0, 36 months,7.89,A,A5,Physician,< 1 year,RENT,420000.0,Sep-15,Charged Off,credit_card,FL,690.0
519690,126658066,15000.0, 36 months,12.62,C,C1,Truck Driver,2 years,RENT,60000.0,Jan-18,Current,debt_consolidation,SC,665.0
739862,76274087,3500.0, 36 months,11.47,B,B5,pharmacy tech,10+ years,MORTGAGE,30000.0,Apr-16,Fully Paid,debt_consolidation,NY,685.0
188516,57095002,5000.0, 36 months,17.57,D,D4,,,RENT,56000.0,Aug-15,Charged Off,vacation,FL,670.0
140652,60575342,25000.0, 60 months,13.99,C,C4,Fuels Terminal Manager,3 years,MORTGAGE,140000.0,Sep-15,Fully Paid,other,CA,725.0
724298,77201558,12000.0, 60 months,9.75,B,B3,Teacher,2 years,RENT,41000.0,Apr-16,Fully Paid,credit_card,NC,705.0
922511,109951338,5000.0, 36 months,11.99,B,B5,Nurse Practitioner,3 years,MORTGAGE,100000.0,May-17,Fully Paid,home_improvement,MI,660.0
138135,60556548,21475.0, 60 months,17.57,D,D4,Sr Field Service Specialist,10+ years,MORTGAGE,140000.0,Sep-15,Charged Off,debt_consolidation,WY,675.0
768102,140417478,16800.0, 36 months,10.08,B,B1,"IT Specialist, Principal",2 years,RENT,91185.0,Sep-18,Current,debt_consolidation,MN,710.0
69211,64230972,18000.0, 36 months,9.17,B,B2,Registered nurse,1 year,RENT,47000.0,Nov-15,Fully Paid,debt_consolidation,KS,705.0
55923,65284705,30000.0, 60 months,13.67,C,C4,Mechanic ,2 years,MORTGAGE,72800.0,Nov-15,Fully Paid,debt_consolidation,MA,740.0
78588,63477333,11500.0, 60 months,13.18,C,C3,Property Manager,3 years,MORTGAGE,48000.0,Nov-15,Current,home_improvement,NY,670.0
869400,134989847,35000.0, 36 months,12.13,B,B5,,,MORTGAGE,35000.0,Jul-18,Current,debt_consolidation,FL,725.0
210681,54688448,2400.0, 36 months,17.57,D,D4,Table games dealer ,4 years,RENT,55000.0,Jul-15,Charged Off,other,MN,670.0
631961,113159247,11200.0, 36 months,14.08,C,C3,ward coordinator,5 years,RENT,50000.0,Jul-17,Fully Paid,debt_consolidation,CA,695.0
554363,117883978,30000.0, 60 months,17.09,D,D1,Procurement manager,10+ years,MORTGAGE,350000.0,Sep-17,Current,debt_consolidation,FL,675.0
851479,136972097,29850.0, 36 months,11.55,B,B4,Security Analyst,5 years,MORTGAGE,102000.0,Jul-18,Current,debt_consolidation,MD,765.0
407725,38658469,20000.0, 60 months,18.54,E,E1,Marketing and Communications Specialist ,< 1 year,RENT,60000.0,Jan-15,Charged Off,debt_consolidation,CA,675.0
586082,116726656,14000.0, 36 months,10.91,B,B4,Data Specialist,9 years,MORTGAGE,67000.0,Aug-17,Current,debt_consolidation,CA,680.0
127421,60914921,16000.0, 36 months,7.26,A,A4,Office Manager,8 years,RENT,40000.0,Oct-15,Fully Paid,credit_card,TX,730.0
990486,75660927,10000.0, 36 months,10.75,B,B4,Technician,5 years,RENT,56000.0,Mar-16,Fully Paid,debt_consolidation,NJ,685.0
565965,117031984,15000.0, 60 months,30.17,F,F3,,,RENT,61000.0,Sep-17,Fully Paid,debt_consolidation,FL,680.0
825681,138004003,6000.0, 36 months,16.91,C,C5,Seamster/upholsterer,8 years,OWN,19896.0,Aug-18,Current,other,TX,685.0
513361,126842426,23175.0, 36 months,19.03,D,D3,General Manager,10+ years,OWN,105000.0,Jan-18,Current,debt_consolidation,NV,660.0
430121,130403527,8000.0, 36 months,9.43,B,B1,RN ,4 years,MORTGAGE,95000.0,Mar-18,Fully Paid,home_improvement,AR,710.0
504611,127271498,29075.0, 36 months,11.99,B,B5,service manager ,7 years,MORTGAGE,110000.0,Jan-18,Current,debt_consolidation,NJ,685.0
668527,81455616,35000.0, 60 months,13.67,C,C3,GENERAL MANAGER,10+ years,MORTGAGE,240000.0,Jun-16,Charged Off,debt_consolidation,AZ,735.0
96204,62954220,17000.0, 36 months,11.53,B,B5,service writer,< 1 year,MORTGAGE,57000.0,Oct-15,Fully Paid,credit_card,MI,700.0
479164,128591786,15000.0, 36 months,10.42,B,B3,Director of Risk Management,2 years,RENT,101438.0,Feb-18,Current,credit_card,CA,695.0
30612,66570602,2000.0, 36 months,10.64,B,B4,Installation Tech,1 year,RENT,40000.0,Dec-15,Fully Paid,car,CT,695.0
792807,139146683,8225.0, 36 months,8.46,A,A5,Sales,10+ years,MORTGAGE,45000.0,Aug-18,Current,debt_consolidation,GA,700.0
759720,140736426,15000.0, 60 months,28.72,F,F1,Consumer Safety Officer,10+ years,MORTGAGE,122830.0,Sep-18,Current,debt_consolidation,MD,685.0
673532,77488404,15000.0, 36 months,5.32,A,A1,store manager,3 years,MORTGAGE,95000.0,Jun-16,Charged Off,major_purchase,VA,785.0
288147,48605072,25000.0, 60 months,12.29,C,C1,Truck driver,10+ years,MORTGAGE,146000.0,Jun-15,Current,home_improvement,TN,660.0
1001067,75299712,20400.0, 60 months,18.99,D,D4,Associate,4 years,MORTGAGE,52000.0,Mar-16,Charged Off,major_purchase,WV,735.0
969224,104093328,24000.0, 60 months,26.24,E,E5,Radiologic technologist,10+ years,RENT,89000.0,Apr-17,Charged Off,debt_consolidation,GA,680.0
907402,109951878,15000.0, 36 months,9.44,B,B1,Executive Assistant,10+ years,RENT,80000.0,Jun-17,Current,debt_consolidation,NJ,675.0
793245,139114791,13000.0, 36 months,11.06,B,B3,Driver,4 years,MORTGAGE,33000.0,Aug-18,Late (31-120 days),home_improvement,AZ,705.0
474085,128895878,15000.0, 36 months,19.03,D,D3,team lead environmental services,10+ years,RENT,68700.0,Feb-18,Late (31-120 days),debt_consolidation,OH,690.0
343572,43479579,20000.0, 60 months,12.69,C,C2,Mathematics Teacher,10+ years,MORTGAGE,51000.0,Mar-15,Current,credit_card,NY,710.0
854309,136924886,15000.0, 60 months,24.37,E,E2,Order selector ,< 1 year,MORTGAGE,67000.0,Jul-18,Fully Paid,credit_card,AZ,670.0
791727,139325841,17500.0, 60 months,14.47,C,C2,Communications Supervisor,10+ years,OWN,47000.0,Aug-18,Current,debt_consolidation,TX,760.0
827771,137937080,10500.0, 60 months,8.46,A,A5,Lead Educator,4 years,MORTGAGE,35000.0,Aug-18,Current,credit_card,AZ,725.0
514423,126736077,25000.0, 60 months,16.02,C,C5,Controller,5 years,MORTGAGE,100000.0,Jan-18,Current,credit_card,CA,705.0
5985,68092701,9000.0, 36 months,10.78,B,B4,Medic,2 years,RENT,26000.0,Dec-15,Fully Paid,debt_consolidation,AZ,665.0
146453,60105335,10050.0, 36 months,17.57,D,D4,Case Manager,2 years,RENT,37000.0,Sep-15,Fully Paid,other,WA,665.0
641198,112134584,40000.0, 60 months,19.03,D,D3,Database Administration,10+ years,MORTGAGE,80000.0,Jul-17,Current,debt_consolidation,TN,745.0
930289,108776032,10000.0, 36 months,7.97,A,A5,Truck Driver,2 years,RENT,72500.0,May-17,Fully Paid,credit_card,NC,720.0
466513,129095828,36000.0, 36 months,6.71,A,A3,,,OWN,39100.0,Feb-18,Current,other,WV,795.0
411389,38586976,12000.0, 36 months,8.19,A,A5,RN,1 year,OWN,39700.0,Jan-15,Fully Paid,debt_consolidation,NC,715.0
497176,127521619,10000.0, 36 months,7.35,A,A4,Physician,2 years,MORTGAGE,230000.0,Jan-18,Current,debt_consolidation,OR,725.0
922910,109856641,10000.0, 36 months,12.62,C,C1,Technical Records Specialist 2,4 years,MORTGAGE,28000.0,May-17,Current,debt_consolidation,ID,670.0
455056,129623841,23325.0, 60 months,14.07,C,C3,Police Officer,10+ years,MORTGAGE,110000.0,Mar-18,Current,home_improvement,NY,770.0
73419,63773417,10000.0, 60 months,8.18,B,B1,Operator,2 years,MORTGAGE,60000.0,Nov-15,Fully Paid,debt_consolidation,AZ,715.0
760290,139996448,11000.0, 36 months,10.08,B,B1,Security officer,9 years,MORTGAGE,90000.0,Sep-18,Current,debt_consolidation,MD,670.0
838478,137622537,24000.0, 36 months,7.84,A,A4,Sales Manager,3 years,MORTGAGE,130000.0,Jul-18,Current,debt_consolidation,NJ,685.0
322514,45494634,7000.0, 36 months,8.18,B,B1,Manager,10+ years,MORTGAGE,70000.0,Apr-15,Charged Off,home_improvement,CT,675.0
1028885,73865414,17000.0, 36 months,11.99,C,C1,Sales Coordinator/Customer Service,10+ years,MORTGAGE,48000.0,Mar-16,Fully Paid,debt_consolidation,MO,665.0
303395,46705137,2500.0, 36 months,12.69,C,C2,night stocker,2 years,MORTGAGE,40000.0,Apr-15,Fully Paid,debt_consolidation,NV,675.0
96672,62754749,28000.0, 60 months,13.33,C,C3,Director Clinical Pharmacy,2 years,MORTGAGE,165000.0,Oct-15,Fully Paid,credit_card,IN,685.0
555743,118209081,10000.0, 36 months,12.62,C,C1,Sales ,4 years,RENT,180000.0,Sep-17,Current,credit_card,NY,685.0
16437,67447792,13600.0, 60 months,17.86,D,D5,Material Handler 2,3 years,RENT,44000.0,Dec-15,Fully Paid,debt_consolidation,VA,660.0
998547,74865066,35000.0, 36 months,17.27,D,D2,Owner CEO,10+ years,OWN,360000.0,Mar-16,Fully Paid,debt_consolidation,TX,665.0
445968,129963593,24000.0, 60 months,10.9,B,B4,Service manager,9 years,MORTGAGE,55000.0,Mar-18,Current,credit_card,FL,740.0
253001,51896596,6000.0, 36 months,9.17,B,B2,Mediator,8 years,RENT,24000.0,Jun-15,Charged Off,debt_consolidation,OH,660.0
959894,106792572,9600.0, 36 months,17.99,D,D2,Medical assistant,1 year,OWN,27600.0,Apr-17,Charged Off,debt_consolidation,OH,705.0
600604,114073166,40000.0, 60 months,16.02,C,C5,Quality Specialist,9 years,MORTGAGE,98000.0,Aug-17,Charged Off,debt_consolidation,TX,710.0
253118,51856740,7200.0, 36 months,10.99,B,B4,encapsulation machine operator.tec,8 years,MORTGAGE,50000.0,Jun-15,Fully Paid,debt_consolidation,UT,685.0
903508,109035706,6400.0, 36 months,7.21,A,A3,Dealer Finance,< 1 year,MORTGAGE,150000.0,Jun-17,Fully Paid,home_improvement,FL,680.0
712603,77511281,5000.0, 36 months,11.47,B,B5,stoce unloader ,3 years,MORTGAGE,45500.0,Apr-16,Current,debt_consolidation,GA,685.0
660971,82971571,25000.0, 36 months,10.49,B,B3,Supervisor,10+ years,MORTGAGE,110000.0,Jun-16,Fully Paid,other,CA,735.0
869382,136305992,20000.0, 36 months,15.02,C,C3,Associate Director,< 1 year,RENT,120000.0,Jul-18,Current,credit_card,VA,690.0
772025,140283285,12000.0, 60 months,14.47,C,C2,Quality  Lab Tech,6 years,OWN,38000.0,Sep-18,Current,debt_consolidation,MS,725.0
205929,54668252,30000.0, 60 months,13.99,C,C4,"AVP, Underwriter",7 years,MORTGAGE,120000.0,Jul-15,Current,debt_consolidation,WI,705.0
927958,108271478,13200.0, 36 months,21.45,D,D5,Driver,6 years,RENT,34800.0,May-17,In Grace Period,debt_consolidation,OH,670.0
531915,118620237,25000.0, 60 months,17.09,D,D1,Safety Manager,10+ years,MORTGAGE,98000.0,Sep-17,Current,debt_consolidation,MO,700.0
637505,112930412,18000.0, 36 months,7.97,A,A5,Logistics Executive Team Lead,10+ years,MORTGAGE,104000.0,Jul-17,Fully Paid,credit_card,IL,710.0
228921,54304126,16000.0, 60 months,15.61,D,D1,Validation Engineer,5 years,RENT,83000.0,Jul-15,Fully Paid,debt_consolidation,RI,695.0
587591,116721713,10000.0, 36 months,7.97,A,A5,Physical therapist assistant,2 years,MORTGAGE,72000.0,Aug-17,Current,debt_consolidation,MD,690.0
370228,41041230,18000.0, 60 months,13.99,C,C4,Underwriter,3 years,OWN,83590.0,Feb-15,Fully Paid,debt_consolidation,MD,660.0
632330,111966581,38400.0, 36 months,7.21,A,A3,Principal Industry Consultant,6 years,MORTGAGE,240000.0,Jul-17,Fully Paid,credit_card,MA,695.0
671967,80671020,12000.0, 36 months,9.75,B,B3,Central supply tech,10+ years,MORTGAGE,45000.0,Jun-16,Current,credit_card,OH,715.0
900091,111016597,8000.0, 36 months,9.93,B,B2,Manufacturing Engineer,10+ years,RENT,80000.0,Jun-17,Fully Paid,debt_consolidation,MA,695.0
962840,105985257,18000.0, 36 months,8.24,B,B1,Control center operator ,2 years,RENT,110000.0,Apr-17,Charged Off,debt_consolidation,TX,720.0
854111,136880797,10000.0, 60 months,19.92,D,D3,,,OWN,50000.0,Jul-18,Current,debt_consolidation,MI,660.0
373502,40930143,10800.0, 36 months,7.89,A,A5,VP Infrastructure Architect,10+ years,MORTGAGE,200000.0,Feb-15,Fully Paid,debt_consolidation,UT,675.0
283336,46644734,17500.0, 60 months,16.99,D,D3,Maintenance Worker,10+ years,MORTGAGE,55000.0,May-15,Current,home_improvement,NY,705.0
481729,128414027,4500.0, 36 months,11.99,B,B5,Patrol Sergeant,10+ years,MORTGAGE,58000.0,Feb-18,Current,home_improvement,TX,660.0
181469,55960068,30000.0, 60 months,19.99,E,E4,owner/president,10+ years,MORTGAGE,175000.0,Aug-15,Fully Paid,debt_consolidation,NC,675.0
542081,119226848,15650.0, 36 months,26.3,E,E5,scholl bus manger,5 years,MORTGAGE,44160.0,Sep-17,Current,major_purchase,OH,695.0
822594,138079507,5000.0, 36 months,16.14,C,C4,,,MORTGAGE,93071.0,Aug-18,Current,other,IL,685.0
380844,40383694,16000.0, 36 months,7.49,A,A4,HR REPRESENTATIVE,10+ years,MORTGAGE,59000.0,Feb-15,Fully Paid,credit_card,CA,720.0
964304,105895739,36000.0, 60 months,11.49,B,B5,Office Manager,10+ years,MORTGAGE,110000.0,Apr-17,Current,home_improvement,CA,725.0
351740,42285575,11800.0, 36 months,16.99,D,D3,Nurse Practitioner,2 years,MORTGAGE,166000.0,Mar-15,Fully Paid,debt_consolidation,TX,660.0
471937,128754329,11000.0, 36 months,5.32,A,A1,Machinist,10+ years,RENT,100000.0,Feb-18,Current,debt_consolidation,MA,730.0
259230,51146473,12000.0, 60 months,9.99,B,B3,Account Administrator,8 years,RENT,60000.0,Jun-15,Fully Paid,credit_card,NY,680.0
721985,77250454,21000.0, 36 months,9.75,B,B3,,,MORTGAGE,25128.0,May-16,Fully Paid,debt_consolidation,TX,705.0
