,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
643644,111812910,,8000.0,8000.0,8000.0, 36 months,7.21,247.79,A,A3,owner,5 years,MORTGAGE,60000.0,Not Verified,Jul-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111812910,,debt_consolidation,Debt consolidation,805xx,CO,19.34,0.0,Sep-04,715.0,719.0,1.0,,,14.0,0.0,4156.0,12.5,24.0,f,0.0,0.0,8607.009061,8607.01,8000.0,607.01,0.0,0.0,0.0,Oct-18,5141.15,,Mar-19,774.0,770.0,0.0,,1.0,Individual,,,,0.0,460.0,30289.0,0.0,2.0,1.0,1.0,8.0,26133.0,78.0,1.0,2.0,1183.0,46.0,33200.0,1.0,0.0,6.0,3.0,2524.0,22992.0,10.5,0.0,0.0,154.0,92.0,7.0,7.0,0.0,20.0,,4.0,,0.0,6.0,8.0,8.0,9.0,7.0,12.0,17.0,8.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,66601.0,30289.0,25700.0,33401.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
671818,80118289,,2000.0,2000.0,2000.0, 36 months,9.16,63.75,B,B2,SENIOR PHYSICAL THERAPIST,9 years,RENT,104000.0,Source Verified,Jun-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=80118289,,debt_consolidation,Debt consolidation,342xx,FL,14.56,2.0,Apr-91,675.0,679.0,0.0,18.0,,8.0,0.0,2810.0,36.0,25.0,w,0.0,0.0,2218.8791730000003,2218.88,2000.0,218.88,0.0,0.0,0.0,Feb-18,558.65,,Aug-18,669.0,665.0,0.0,18.0,1.0,Individual,,,,0.0,0.0,27481.0,1.0,2.0,2.0,2.0,6.0,24671.0,94.0,1.0,2.0,1313.0,81.0,7800.0,3.0,1.0,9.0,4.0,3435.0,1591.0,53.2,0.0,0.0,301.0,158.0,8.0,6.0,0.0,8.0,,8.0,20.0,3.0,3.0,5.0,3.0,11.0,10.0,6.0,15.0,5.0,8.0,0.0,0.0,1.0,3.0,72.7,0.0,0.0,0.0,34002.0,27481.0,3400.0,26202.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1036177,73579444,,20000.0,20000.0,20000.0, 36 months,9.75,643.0,B,B3,National Executive Director,1 year,MORTGAGE,84000.0,Source Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73579444,,debt_consolidation,Debt consolidation,331xx,FL,17.12,1.0,Oct-98,680.0,684.0,0.0,17.0,,16.0,0.0,26269.0,86.7,51.0,w,0.0,0.0,21341.20434,21341.2,20000.0,1341.2,0.0,0.0,0.0,Nov-16,16809.57,,Jan-19,644.0,640.0,0.0,17.0,1.0,Individual,,,,0.0,0.0,228746.0,0.0,10.0,0.0,1.0,18.0,34384.0,74.0,2.0,3.0,8446.0,79.0,30300.0,2.0,3.0,2.0,4.0,14297.0,2108.0,89.6,0.0,0.0,208.0,209.0,7.0,7.0,2.0,7.0,40.0,7.0,25.0,3.0,4.0,5.0,4.0,13.0,25.0,5.0,19.0,5.0,16.0,0.0,0.0,1.0,2.0,90.0,75.0,0.0,0.0,258536.0,60653.0,20300.0,46587.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1021290,74714800,,10000.0,10000.0,10000.0, 36 months,11.99,332.1,C,C1,Manager,8 years,OWN,50000.0,Not Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=74714800,,home_improvement,Home improvement,381xx,TN,0.79,0.0,Sep-05,755.0,759.0,1.0,,,4.0,0.0,964.0,34.4,11.0,w,0.0,0.0,11632.53996,11632.54,10000.0,1632.54,0.0,0.0,0.0,Jan-18,4665.1,,Mar-19,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,964.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,964.0,34.0,2800.0,1.0,0.0,1.0,1.0,321.0,1836.0,34.4,0.0,0.0,,126.0,15.0,15.0,0.0,15.0,,0.0,,0.0,1.0,1.0,3.0,9.0,0.0,4.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2800.0,964.0,2800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
129788,60792693,,26000.0,26000.0,26000.0, 60 months,9.17,541.87,B,B2,Account Manager and Vice President,6 years,RENT,99999.0,Not Verified,Oct-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60792693,,credit_card,Credit card refinancing,334xx,FL,24.71,0.0,Aug-81,710.0,714.0,0.0,64.0,,24.0,0.0,20657.0,75.4,32.0,f,0.0,0.0,31560.143030000003,31560.14,26000.0,5560.14,0.0,0.0,0.0,Dec-18,11537.44,,Mar-19,684.0,680.0,0.0,64.0,1.0,Individual,,,,0.0,0.0,82464.0,,,,,,,,,,,,27400.0,,,,3.0,3436.0,1812.0,90.7,0.0,0.0,121.0,409.0,13.0,6.0,0.0,24.0,,13.0,,0.0,5.0,8.0,5.0,8.0,20.0,8.0,11.0,8.0,24.0,0.0,0.0,0.0,1.0,93.7,100.0,0.0,0.0,130624.0,82464.0,19400.0,103224.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
329615,44673453,,3000.0,3000.0,3000.0, 36 months,11.53,98.98,B,B5,staff sergeant,10+ years,OWN,65000.0,Not Verified,Apr-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44673453,,home_improvement,Home improvement,283xx,NC,24.85,0.0,Sep-92,670.0,674.0,0.0,,,20.0,0.0,18605.0,74.4,45.0,w,0.0,0.0,3560.967739,3560.97,3000.0,560.97,0.0,0.0,0.0,Apr-18,98.59,,Apr-18,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,179659.0,,,,,,,,,,,,25000.0,,,,11.0,8983.0,1867.0,84.6,0.0,0.0,213.0,270.0,4.0,4.0,2.0,4.0,,12.0,,0.0,7.0,15.0,7.0,16.0,11.0,16.0,31.0,15.0,20.0,0.0,0.0,0.0,3.0,97.8,71.4,0.0,0.0,197958.0,22470.0,12100.0,9006.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
320860,44986003,,4000.0,4000.0,4000.0, 36 months,16.55,141.72,D,D2,Manager,< 1 year,OWN,150000.0,Not Verified,Apr-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44986003,,other,Other,604xx,IL,12.1,0.0,Feb-07,665.0,669.0,3.0,31.0,,8.0,0.0,3146.0,49.9,10.0,f,0.0,0.0,1175.16,1175.16,352.38,232.4,15.0,575.38,103.5684,Aug-15,141.72,,Oct-16,514.0,510.0,0.0,69.0,1.0,Individual,,,,0.0,0.0,24193.0,,,,,,,,,,,,6300.0,,,,6.0,3024.0,1010.0,59.6,0.0,0.0,97.0,96.0,1.0,1.0,0.0,3.0,69.0,1.0,69.0,1.0,3.0,6.0,3.0,4.0,3.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,4.0,80.0,33.3,0.0,0.0,62300.0,24193.0,2500.0,56000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
474481,128895214,,2000.0,2000.0,2000.0, 36 months,19.03,73.35,D,D3,Wardrobes Specialist,7 years,RENT,32500.0,Verified,Feb-18,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=128895214,,debt_consolidation,Debt consolidation,723xx,AR,18.35,0.0,Aug-02,690.0,694.0,0.0,,103.0,11.0,1.0,5920.0,38.2,21.0,f,0.0,0.0,2147.529083,2147.53,2000.0,147.53,0.0,0.0,0.0,Jul-18,1859.42,,Mar-19,689.0,685.0,0.0,,1.0,Individual,,,,0.0,1378.0,12419.0,0.0,1.0,2.0,3.0,7.0,6499.0,87.0,1.0,1.0,3239.0,54.0,15500.0,2.0,0.0,2.0,4.0,1380.0,1326.0,75.9,0.0,0.0,119.0,186.0,8.0,7.0,0.0,8.0,,7.0,,0.0,2.0,6.0,2.0,4.0,7.0,10.0,14.0,6.0,11.0,0.0,0.0,0.0,3.0,100.0,100.0,1.0,0.0,23000.0,12419.0,5500.0,7500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
244369,51838678,,9500.0,9500.0,9500.0, 36 months,7.89,297.22,A,A5,Manager,10+ years,RENT,45000.0,Not Verified,Jul-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51838678,,credit_card,Credit card refinancing,180xx,PA,13.09,1.0,Jul-01,675.0,679.0,0.0,22.0,,14.0,0.0,10513.0,55.0,20.0,w,0.0,0.0,10688.7368,10688.74,9500.0,1188.74,0.0,0.0,0.0,Mar-18,1343.99,,Mar-19,699.0,695.0,0.0,22.0,1.0,Individual,,,,0.0,0.0,11670.0,,,,,,,,,,,,19100.0,,,,3.0,973.0,6185.0,61.6,0.0,0.0,167.0,113.0,1.0,1.0,0.0,1.0,,7.0,22.0,1.0,8.0,9.0,11.0,13.0,4.0,13.0,16.0,9.0,14.0,0.0,0.0,1.0,3.0,95.0,30.0,0.0,0.0,24231.0,11670.0,16100.0,5131.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
388260,40097357,,12000.0,12000.0,12000.0, 36 months,6.49,367.74,A,A2,teacher,10+ years,OWN,140000.0,Not Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40097357,,debt_consolidation,Debt consolidation,294xx,SC,8.88,0.0,May-85,670.0,674.0,0.0,52.0,,19.0,0.0,27363.0,58.7,35.0,w,0.0,0.0,12772.99,12772.99,12000.0,772.99,0.0,0.0,0.0,Apr-16,7993.5,,Mar-19,719.0,715.0,0.0,52.0,1.0,Individual,,,,0.0,328.0,162215.0,,,,,,,,,,,,46600.0,,,,11.0,9542.0,5634.0,70.8,0.0,0.0,34.0,356.0,7.0,7.0,4.0,9.0,52.0,7.0,52.0,3.0,6.0,14.0,6.0,12.0,2.0,17.0,29.0,14.0,19.0,0.0,0.0,0.0,5.0,88.6,50.0,0.0,0.0,191659.0,28359.0,19300.0,3500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
217898,55151157,,35000.0,35000.0,34900.0, 60 months,26.77,1063.94,G,G1,Service provider,10+ years,MORTGAGE,100000.0,Source Verified,Jul-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55151157,,debt_consolidation,Debt consolidation,350xx,AL,23.4,0.0,Sep-01,670.0,674.0,3.0,,,23.0,0.0,38996.0,48.3,41.0,f,0.0,0.0,28525.32,28443.82,8380.1,16293.29,0.0,3851.93,693.3474,Jun-17,1063.94,,Dec-17,514.0,510.0,0.0,,1.0,Individual,,,,0.0,0.0,57510.0,,,,,,,,,,,,80800.0,,,,9.0,2500.0,6817.0,72.1,0.0,0.0,166.0,121.0,3.0,3.0,2.0,10.0,,0.0,,0.0,6.0,18.0,7.0,15.0,3.0,22.0,36.0,18.0,23.0,0.0,0.0,0.0,3.0,100.0,57.1,0.0,0.0,107461.0,57510.0,24400.0,26661.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
704171,78559240,,9400.0,9400.0,9400.0, 36 months,12.99,316.68,C,C2,Program Coordinator,5 years,RENT,41844.0,Source Verified,May-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78559240,,credit_card,Credit card refinancing,935xx,CA,14.74,0.0,Nov-04,660.0,664.0,0.0,,,7.0,0.0,4239.0,55.1,9.0,w,0.0,0.0,9214.25,9214.25,7276.28,1937.97,0.0,0.0,0.0,Nov-18,316.68,,Mar-19,499.0,0.0,0.0,,1.0,Individual,,,,0.0,1380.0,13419.0,2.0,1.0,0.0,0.0,25.0,9180.0,73.0,2.0,5.0,679.0,66.0,7700.0,5.0,0.0,4.0,5.0,1917.0,263.0,83.6,0.0,0.0,137.0,26.0,2.0,2.0,0.0,15.0,,3.0,,0.0,2.0,6.0,2.0,2.0,3.0,6.0,6.0,6.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,20273.0,13419.0,1600.0,12573.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
62524,65009049,,3000.0,3000.0,3000.0, 36 months,8.18,94.26,B,B1,,,RENT,40000.0,Not Verified,Nov-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65009049,,home_improvement,Home improvement,129xx,NY,31.84,0.0,Jul-00,725.0,729.0,0.0,41.0,,13.0,0.0,9105.0,26.3,43.0,f,0.0,0.0,939.87,939.87,761.16,178.71,0.0,0.0,0.0,Sep-16,94.26,,Mar-19,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,37358.0,,,,,,,,,,,,34600.0,,,,10.0,3113.0,11339.0,42.1,0.0,0.0,147.0,184.0,13.0,3.0,0.0,16.0,,,41.0,0.0,2.0,4.0,4.0,15.0,16.0,10.0,27.0,4.0,13.0,0.0,0.0,0.0,1.0,97.7,25.0,0.0,0.0,70360.0,37358.0,19600.0,35760.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
289352,48504931,,15000.0,15000.0,15000.0, 36 months,6.39,458.99,A,A2,,,MORTGAGE,62000.0,Source Verified,May-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=48504931,,debt_consolidation,Debt consolidation,334xx,FL,8.79,0.0,Apr-86,775.0,779.0,0.0,,,9.0,0.0,19150.0,21.1,19.0,w,0.0,0.0,16380.108230000002,16380.11,15000.0,1380.11,0.0,0.0,0.0,Jun-17,5350.02,,Jan-18,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,128977.0,,,,,,,,,,,,90700.0,,,,3.0,14331.0,66550.0,22.3,0.0,0.0,94.0,349.0,2.0,2.0,6.0,2.0,,,,0.0,7.0,7.0,7.0,8.0,2.0,8.0,11.0,7.0,9.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,207700.0,19150.0,85700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
110465,61544225,,20000.0,20000.0,19975.0, 36 months,16.55,708.59,D,D2,Quality Assurance Specialist,10+ years,MORTGAGE,50000.0,Not Verified,Oct-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61544225,,debt_consolidation,Debt consolidation,653xx,MO,30.87,1.0,Mar-86,660.0,664.0,1.0,19.0,,20.0,0.0,36387.0,68.4,27.0,f,0.0,0.0,21140.45,21114.02,12814.0,4928.02,35.43,3363.0,605.34,Apr-18,50.0,,Feb-19,534.0,530.0,0.0,,1.0,Individual,,,,0.0,0.0,59758.0,,,,,,,,,,,,53200.0,,,,6.0,2988.0,774.0,94.9,0.0,0.0,,355.0,2.0,2.0,5.0,13.0,19.0,2.0,19.0,0.0,5.0,18.0,5.0,7.0,0.0,19.0,22.0,18.0,20.0,0.0,0.0,0.0,3.0,88.9,100.0,0.0,0.0,87520.0,36387.0,15100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Feb-19,COMPLETE,Mar-18,3413.0,45.01,14.0
678002,79210714,,19200.0,19200.0,19200.0, 60 months,23.32,544.8,E,E3,Compliance Manager,6 years,RENT,75900.0,Verified,Jun-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79210714,,debt_consolidation,Debt consolidation,320xx,FL,22.48,0.0,Nov-91,700.0,704.0,1.0,,102.0,18.0,1.0,7879.0,26.0,30.0,w,0.0,0.0,2154.33,2154.33,707.0,1447.33,0.0,0.0,0.0,Oct-16,544.8,,Mar-19,604.0,600.0,0.0,61.0,1.0,Individual,,,,0.0,0.0,56217.0,2.0,2.0,2.0,2.0,4.0,48338.0,90.0,3.0,3.0,4257.0,26.0,30050.0,2.0,2.0,6.0,5.0,3306.0,2186.0,33.0,0.0,0.0,137.0,294.0,2.0,2.0,0.0,2.0,,1.0,,0.0,11.0,15.0,11.0,11.0,10.0,15.0,20.0,4.0,17.0,,0.0,0.0,5.0,100.0,0.0,1.0,0.0,83767.0,56217.0,24050.0,53717.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
148010,59879429,,14000.0,14000.0,14000.0, 36 months,6.24,427.44,A,A2,Truck driver,10+ years,MORTGAGE,55000.0,Verified,Sep-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59879429,,credit_card,Credit card refinancing,932xx,CA,15.93,0.0,Aug-03,710.0,714.0,0.0,,,12.0,0.0,21315.0,48.9,29.0,w,0.0,0.0,15377.782830000002,15377.78,14000.0,1377.78,0.0,0.0,0.0,Sep-18,427.09,,Mar-19,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,127208.0,,,,,,,,,,,,43600.0,,,,5.0,11564.0,6385.0,76.9,0.0,0.0,127.0,145.0,11.0,11.0,3.0,12.0,,11.0,,0.0,4.0,4.0,5.0,10.0,3.0,11.0,23.0,4.0,12.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,153611.0,21315.0,27700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
383283,40481366,,12000.0,12000.0,12000.0, 36 months,6.03,365.23,A,A1,Voice Engineer,3 years,MORTGAGE,111000.0,Verified,Feb-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40481366,,debt_consolidation,Debt consolidation,750xx,TX,20.15,0.0,Sep-85,665.0,669.0,0.0,,,16.0,0.0,25279.0,37.2,27.0,w,0.0,0.0,13142.5967,13142.6,12000.0,1142.6,0.0,0.0,0.0,Jan-18,728.8,,Mar-19,824.0,820.0,0.0,,1.0,Individual,,,,0.0,700.0,190859.0,,,,,,,,,,,,67900.0,,,,7.0,11929.0,33742.0,41.3,0.0,0.0,90.0,352.0,2.0,2.0,5.0,13.0,,9.0,,0.0,4.0,6.0,8.0,10.0,5.0,13.0,15.0,6.0,16.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,255825.0,52232.0,57500.0,41000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
967337,105253578,,12000.0,12000.0,12000.0, 60 months,18.99,311.23,D,D3,City labor,10+ years,RENT,75000.0,Source Verified,Apr-17,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=105253578,,debt_consolidation,Debt consolidation,112xx,NY,14.22,0.0,Jan-99,675.0,679.0,1.0,58.0,,10.0,0.0,8939.0,44.7,20.0,w,0.0,0.0,6053.79,6053.79,2033.71,2622.08,15.56,1382.44,248.8392,Jul-18,311.23,,Jan-19,574.0,570.0,0.0,58.0,1.0,Individual,,,,0.0,0.0,32934.0,1.0,3.0,0.0,3.0,14.0,21629.0,87.0,1.0,1.0,4993.0,68.0,20000.0,1.0,0.0,1.0,4.0,3293.0,7923.0,48.2,0.0,0.0,119.0,214.0,1.0,1.0,0.0,33.0,,1.0,58.0,5.0,4.0,5.0,4.0,4.0,9.0,6.0,10.0,5.0,10.0,0.0,0.0,0.0,1.0,70.0,50.0,0.0,0.0,48287.0,32934.0,15300.0,25006.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
389252,39662118,,19225.0,19225.0,19225.0, 36 months,18.54,700.25,E,E1,Engineer,9 years,MORTGAGE,92000.0,Source Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=39662118,,home_improvement,Home improvement,152xx,PA,7.93,0.0,Aug-04,730.0,734.0,1.0,,,6.0,0.0,7032.0,93.8,13.0,f,0.0,0.0,21975.34,21975.34,19225.0,2750.34,0.0,0.0,0.0,Dec-15,15692.89,,Jul-17,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,629057.0,,,,,,,,,,,,7500.0,,,,3.0,104843.0,468.0,93.8,0.0,0.0,125.0,101.0,3.0,3.0,3.0,3.0,,3.0,,0.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,659387.0,18466.0,7500.0,21993.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
720410,77061178,,26400.0,26400.0,26400.0, 36 months,11.47,870.19,B,B5,,,MORTGAGE,60000.0,Verified,May-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77061178,,debt_consolidation,Debt consolidation,083xx,NJ,16.04,2.0,Jul-98,660.0,664.0,0.0,14.0,,12.0,0.0,26076.0,35.5,25.0,w,0.0,0.0,29097.61247,29097.61,26400.0,2697.61,0.0,0.0,0.0,May-17,19542.34,,Jan-19,739.0,735.0,0.0,14.0,1.0,Individual,,,,0.0,140.0,203197.0,2.0,1.0,1.0,1.0,4.0,5070.0,89.0,2.0,2.0,11279.0,39.0,73500.0,2.0,0.0,3.0,3.0,20320.0,39817.0,35.8,0.0,0.0,135.0,213.0,5.0,4.0,2.0,5.0,,6.0,14.0,2.0,6.0,8.0,7.0,11.0,5.0,10.0,18.0,8.0,12.0,0.0,0.0,2.0,3.0,92.0,16.7,0.0,0.0,269204.0,31146.0,62000.0,5704.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126842,60783932,,8000.0,8000.0,8000.0, 36 months,12.29,266.83,C,C1,Dietary Manager,1 year,MORTGAGE,40000.0,Source Verified,Oct-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60783932,,credit_card,Credit card refinancing,278xx,NC,34.5,0.0,Aug-06,665.0,669.0,0.0,62.0,,9.0,0.0,4046.0,57.8,30.0,w,0.0,0.0,9192.406406,9192.41,8000.0,1192.41,0.0,0.0,0.0,Mar-17,4893.09,,Mar-19,704.0,700.0,0.0,62.0,1.0,Individual,,,,0.0,2191.0,18875.0,,,,,,,,,,,,7000.0,,,,11.0,2097.0,1709.0,67.8,0.0,0.0,77.0,109.0,13.0,8.0,0.0,13.0,62.0,13.0,62.0,3.0,3.0,5.0,4.0,10.0,9.0,7.0,21.0,5.0,9.0,0.0,0.0,0.0,1.0,90.0,25.0,0.0,0.0,25484.0,18875.0,5300.0,18484.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
116677,61528802,,1800.0,1800.0,1800.0, 36 months,8.18,56.56,B,B1,Data Entry Operator,10+ years,RENT,30000.0,Verified,Oct-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61528802,,vacation,Vacation,333xx,FL,25.92,0.0,Nov-99,705.0,709.0,0.0,,,10.0,0.0,10471.0,39.2,20.0,w,0.0,0.0,2035.138597,2035.14,1800.0,235.14,0.0,0.0,0.0,Oct-18,56.36,,Mar-19,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,21640.0,,,,,,,,,,,,26700.0,,,,3.0,2705.0,13729.0,43.3,0.0,0.0,112.0,190.0,11.0,11.0,0.0,11.0,,11.0,,0.0,4.0,4.0,7.0,9.0,2.0,9.0,18.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,39575.0,21640.0,24200.0,12875.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
724509,77209664,,12000.0,12000.0,12000.0, 60 months,19.53,314.8,D,D5,Registration specialist,5 years,MORTGAGE,32000.0,Verified,Apr-16,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77209664,,debt_consolidation,Debt consolidation,727xx,AR,12.79,0.0,Nov-06,715.0,719.0,1.0,,,8.0,0.0,3802.0,29.9,11.0,w,0.0,0.0,7621.64,7621.64,2796.76,3511.73,0.0,1313.15,236.36700000000002,Dec-17,314.8,,Jul-18,549.0,545.0,0.0,,1.0,Individual,,,,0.0,0.0,12430.0,3.0,2.0,3.0,4.0,4.0,8628.0,91.0,1.0,2.0,2441.0,56.0,12700.0,0.0,1.0,1.0,6.0,1554.0,2559.0,48.8,0.0,0.0,34.0,106.0,3.0,3.0,0.0,3.0,,5.0,,0.0,1.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,22200.0,12430.0,5000.0,9500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
